v3;v28;v30;v31;v32;v33;v34;v35;v37;v135;v178;v179;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v197;v198;v199;v200;v201;v202;v210;v214;v216;v218;edad;añonac;v89;v90;TIPORELI;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEXPR;STATUSR;v123
2.043;3;3;3;3;3;3;3;1;4;2;1;7;3;2;2;2;2;2;2;2;1;2;5;5;5;5;10;1;98;1;24;21;24.00;1.957;1;1;4.00;0.00;0.00;2.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;2.01850;-0.74565;-0.41;1
2.044;3;3;3;3;3;3;3;2;3;2;1;6;2;1;2;2;2;2;2;2;4;2;5;5;6;8;5;5;98;2;26;21;26.00;1.955;6;#¡NULO!;4.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.40149;0.23027;0.93;3
2.045;3;3;3;3;3;3;3;2;4;2;1;7;3;2;2;2;2;2;2;2;1;2;5;5;5;5;5;5;98;1;83;12;83.00;1.898;1;3;4.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;-0.35599;0.55616;0.60;4
2.046;2;3;3;3;3;3;3;2;3;2;1;4;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;1;1;8;1;1;1;1;10;1;1;98;2;44;12;44.00;1.937;1;3;3.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.70382;-0.64535;0.53;#¡NULO!
2.047;3;3;3;3;3;3;3;2;4;2;1;6;2;1;1;2;2;2;2;2;2;2;5;5;5;7;1;5;98;1;51;18;51.00;1.930;1;5;4.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;0.83162;0.71460;-0.87;3
2.048;3;3;3;3;3;3;3;2;4;2;10;7;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;10;10;10;10;1;10;98;2;47;14;47.00;1.934;6;#¡NULO!;4.00;0.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;2.26685;-0.20147;-0.92;1
2.049;3;3;3;3;3;3;3;2;3;1;1;4;1;1;1;1;1;1;1;1;4;2;1;1;1;5;5;1;2;1;61;12;61.00;1.920;1;5;3.00;1.00;0.00;2.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;4.00;3.00;0.12197;-0.32604;-0.44;8
2.050;3;3;3;3;3;3;3;2;3;1;1;2;2;2;2;2;2;2;2;2;5;#¡NULO!;5;5;5;7;5;5;2;2;45;14;45.00;1.936;1;2;4.00;0.00;0.00;1.00;2.00;1.00;1.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;1.30231;0.04564;0.33;4
2.051;3;3;3;3;3;3;3;3;3;1;1;3;1;1;#¡NULO!;2;2;2;2;2;4;1;1;1;1;1;1;1;98;1;44;12;44.00;1.937;1;5;3.00;0.00;0.00;2.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;1.00;0.02611;-2.33641;-1.70;5
2.052;2;3;3;3;3;3;3;2;2;2;1;2;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;4;#¡NULO!;5;5;2;5;2;1;98;2;47;21;47.00;1.934;1;2;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-1.09577;0.87037;1.29;6
2.053;3;3;3;3;3;3;3;3;2;2;1;7;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;9;1;1;1;1;1;1;1;98;2;56;16;56.00;1.925;1;3;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.97653;0.06113;0.92;5
2.054;3;3;3;3;3;3;3;3;2;2;1;4;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;1;3;1;5;2;2;9;2;2;98;1;21;14;21.00;1.960;6;#¡NULO!;2.00;0.00;1.00;0.00;2.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;0.87613;1.07499;-0.57;#¡NULO!
2.055;3;3;3;3;3;3;3;3;2;2;1;3;1;1;#¡NULO!;1;2;2;1;1;10;1;1;1;1;5;1;1;98;1;36;21;36.00;1.945;1;1;2.00;1.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.82227;-1.00988;0.60;10
2.056;3;3;3;3;3;3;3;3;2;3;1;6;2;1;1;1;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;2;2;3;4;6;6;98;2;34;14;34.00;1.947;1;3;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.89350;0.45518;0.45;#¡NULO!
2.057;3;1;3;3;3;3;3;2;3;2;1;3;2;1;2;2;2;2;2;2;6;#¡NULO!;3;4;5;6;6;7;98;2;20;16;20.00;1.961;6;#¡NULO!;4.00;1.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.47834;1.68038;0.73;5
2.058;3;3;3;3;3;3;3;2;2;#¡NULO!;1;4;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;#¡NULO!;8;1;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;6;98;1;53;12;53.00;1.928;1;3;2.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;-0.11447;-0.25804;0.09;#¡NULO!
2.059;1;3;3;3;3;3;1;3;1;3;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;#¡NULO!;#¡NULO!;98;2;71;14;71.00;1.910;1;2;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.01628;0.03436;-0.03;#¡NULO!
2.060;3;3;3;3;3;3;3;3;3;2;1;5;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;9;1;1;1;1;1;1;1;98;2;54;14;54.00;1.927;1;4;3.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.97653;0.06113;0.78;5
2.061;3;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;2;2;1;1;8;1;2;1;1;1;1;1;98;2;47;20;47.00;1.934;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;2.00;-1.00771;0.45397;1.69;8
2.062;3;3;3;3;3;3;3;2;2;2;1;5;1;1;1;1;2;2;1;1;8;1;1;1;1;1;1;1;98;1;50;21;50.00;1.931;1;6;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;2.00;3.00;-0.43882;0.37489;1.58;6
2.063;3;3;3;3;3;3;3;1;1;1;1;2;1;1;1;1;2;2;1;1;8;1;1;1;1;1;2;1;4;2;65;15;65.00;1.916;5;#¡NULO!;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;-1.09497;-0.30340;1.79;8
2.064;1;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;1;62;21;62.00;1.919;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-1.09655;0.50029;2.29;10
2.065;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;998;12;#¡NULO!;#¡NULO!;6;#¡NULO!;1.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-0.82115;0.74750;1.11;6
2.066;3;3;3;3;3;1;3;2;2;3;1;6;1;1;1;#¡NULO!;2;2;2;1;7;1;4;5;2;6;5;3;4;1;25;21;25.00;1.956;1;#¡NULO!;2.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;-0.51631;1.52602;1.94;6
2.067;3;3;3;3;3;3;3;1;2;1;1;2;2;1;1;1;2;2;1;2;8;1;2;2;1;1;1;1;4;1;22;21;22.00;1.959;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-1.05602;0.89714;1.69;7
2.068;1;3;3;3;3;3;3;2;2;2;2;1;2;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;1;1;71;12;71.00;1.910;1;3;1.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;3.00;3.00;-0.17822;1.27868;-0.67;4
2.069;1;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;67;12;67.00;1.914;5;3;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.46457;0.55908;-1.87;#¡NULO!
2.070;3;1;3;3;3;3;3;1;4;2;1;5;2;1;2;2;2;2;2;2;5;1;2;5;8;10;5;1;98;1;22;18;22.00;1.959;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;1.16341;0.80356;0.70;2
2.071;3;3;3;3;3;3;3;2;3;2;1;4;1;1;1;1;2;2;2;1;7;2;1;1;5;5;2;1;4;2;26;21;26.00;1.955;1;#¡NULO!;3.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-0.89004;2.01903;2.47;6
2.072;3;3;3;3;3;3;3;2;2;2;1;3;1;1;1;1;1;1;1;1;5;1;5;3;7;9;3;1;98;2;18;21;18.00;1.963;6;#¡NULO!;2.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.36838;-0.41697;-0.64;#¡NULO!
2.073;3;3;3;3;3;3;3;3;1;2;1;2;1;1;2;1;2;2;#¡NULO!;#¡NULO!;10;1;1;1;1;9;1;1;98;1;71;12;71.00;1.910;1;6;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.76032;1.09874;-1.51;5
2.074;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;62;15;62.00;1.919;1;6;1.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.24581;-0.20892;2.36;9
2.075;3;3;3;3;3;3;3;2;3;2;1;7;2;1;#¡NULO!;1;2;#¡NULO!;#¡NULO!;1;2;2;10;5;5;10;8;1;98;2;24;15;24.00;1.957;1;1;4.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.78665;-0.82662;0.12;5
2.076;3;3;3;3;3;3;3;2;3;3;1;3;1;1;1;1;2;2;2;1;3;2;5;6;6;6;7;6;98;2;42;16;42.00;1.939;1;6;3.00;1.00;0.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;2.00;2.00;0.59732;-2.28852;-1.76;5
2.077;1;3;3;3;3;3;1;3;1;1;1;2;2;1;1;1;1;1;1;1;8;2;1;1;1;1;3;1;98;2;64;12;64.00;1.917;5;1;1.00;0.00;2.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;0.83288;-0.69051;-1.87;6
2.078;2;3;3;1;3;3;1;2;3;3;1;4;2;1;1;1;2;2;2;#¡NULO!;2;2;4;4;4;5;3;7;1;1;32;14;32.00;1.949;1;2;4.00;1.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;2.00;2.00;-0.65119;-1.03223;-1.65;5
2.079;1;3;1;3;3;3;1;3;2;2;1;2;1;1;#¡NULO!;1;1;#¡NULO!;1;1;6;1;1;1;2;1;3;1;98;2;42;14;42.00;1.939;1;5;1.00;0.00;1.00;2.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;1.18676;-1.76584;-0.89;6
2.080;1;3;3;3;3;3;3;2;3;2;1;2;1;1;#¡NULO!;1;2;2;1;1;4;2;3;3;6;6;#¡NULO!;3;98;1;20;17;20.00;1.961;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.77344;-0.80979;-1.65;4
2.081;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;66;17;66.00;1.915;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.39030;-0.26899;0.50;5
2.082;3;3;1;3;3;3;3;2;1;2;7;2;1;1;2;2;2;2;2;2;6;2;1;1;3;8;3;1;98;1;47;15;47.00;1.934;1;4;1.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.22666;-1.72168;-0.88;7
2.083;3;3;3;3;3;3;3;1;4;2;10;7;3;1;2;2;2;2;2;2;1;2;1;1;10;10;10;8;3;1;62;15;62.00;1.919;4;6;4.00;0.00;2.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.24519;0.83195;0.50;1
2.084;3;3;3;3;3;3;3;2;4;1;1;5;1;1;1;1;#¡NULO!;1;1;1;10;1;3;8;#¡NULO!;10;10;1;98;2;58;12;58.00;1.923;4;6;3.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.39190;1.93156;0.53;5
2.085;3;3;3;3;3;3;3;2;3;2;1;6;2;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;2;5;5;#¡NULO!;10;5;5;98;2;19;16;19.00;1.962;6;#¡NULO!;4.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.06148;0.90210;-1.56;#¡NULO!
2.086;3;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;2;1;1;98;1;80;15;80.00;1.901;5;2;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-1.00922;1.43393;-1.98;8
2.087;3;3;3;3;3;3;3;2;4;2;10;7;2;1;#¡NULO!;1;2;2;2;2;3;2;8;5;5;10;10;8;98;1;24;14;24.00;1.957;1;1;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;2.15730;0.44758;-1.50;3
2.088;2;3;3;1;3;3;3;2;1;1;1;2;1;1;1;1;1;2;1;1;6;1;1;2;1;2;2;1;98;2;47;16;47.00;1.934;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.19191;-1.43221;0.33;6
2.089;1;3;3;3;3;3;1;2;3;2;1;3;2;1;2;1;1;1;1;1;3;2;7;2;7;1;1;2;3;1;62;14;62.00;1.919;1;1;4.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;2.00;-0.01987;-0.47613;-1.70;3
2.090;3;3;3;3;3;3;3;2;1;1;1;3;1;1;1;1;2;2;1;1;7;1;1;1;1;1;1;1;2;2;61;14;61.00;1.920;1;2;2.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;-0.23607;-1.51374;1.29;4
2.091;3;3;3;3;3;3;3;2;2;1;1;2;1;1;1;1;1;2;1;1;8;1;1;1;1;1;1;1;4;2;66;14;66.00;1.915;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;2.00;-1.50468;-1.18300;0.71;8
2.092;3;3;3;3;3;3;3;2;2;2;1;4;2;1;1;1;2;2;1;2;6;2;1;1;1;2;1;1;2;2;55;14;55.00;1.926;1;2;2.00;0.00;1.00;2.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;2.00;0.76146;-0.18442;1.24;4
2.093;3;3;1;3;3;3;3;2;3;2;1;7;2;1;2;2;1;1;1;1;3;2;3;2;1;4;7;1;98;1;52;12;52.00;1.929;1;3;4.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.23752;-0.40568;-1.51;2
2.094;3;3;3;3;3;3;3;2;3;2;1;4;2;1;1;1;2;2;1;1;6;2;2;4;2;3;2;2;3;1;47;14;47.00;1.934;1;2;4.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.22276;0.09447;-0.59;2
2.095;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;1;2;2;2;1;7;2;1;4;4;6;2;3;2;2;38;16;38.00;1.943;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;2.00;3.00;-1.43042;-0.53178;0.78;4
2.096;3;3;3;1;1;3;3;1;4;3;10;7;2;2;2;2;2;2;2;2;2;2;5;5;7;7;7;5;77;1;24;18;24.00;1.957;6;#¡NULO!;4.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.70072;-0.13823;-0.20;3
2.097;3;3;3;3;3;3;3;2;3;2;1;2;1;1;1;1;2;1;1;1;2;#¡NULO!;99;#¡NULO!;5;5;1;2;98;2;56;16;56.00;1.925;1;2;2.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.77683;0.22854;1.84;2
2.098;3;3;3;3;3;3;3;2;4;2;1;2;1;1;1;1;1;2;1;1;10;1;99;2;2;5;1;1;98;1;65;19;65.00;1.916;1;3;2.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;-0.26236;-0.09022;0.50;3
2.099;3;3;3;3;3;3;3;2;3;2;1;3;2;1;1;1;2;2;2;1;8;1;2;1;1;5;3;1;98;1;57;18;57.00;1.924;1;2;4.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.49240;1.71495;0.93;5
2.100;3;3;3;3;3;3;3;2;2;1;1;3;1;1;1;1;2;2;1;1;8;1;1;1;1;4;1;1;98;2;56;16;56.00;1.925;1;2;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;-0.63252;-0.18044;1.12;6
2.101;3;3;3;3;3;3;1;3;1;2;1;2;1;1;2;2;2;2;2;2;7;#¡NULO!;1;2;1;1;1;1;98;1;61;16;61.00;1.920;1;6;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;-0.90885;-0.20370;-0.86;5
2.102;3;3;3;3;3;3;3;3;3;2;1;6;1;1;#¡NULO!;1;1;1;1;1;4;2;2;2;2;2;1;1;98;1;51;15;51.00;1.930;1;4;3.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.93187;-0.58806;-0.65;5
2.103;3;3;3;1;3;3;3;1;4;3;1;4;2;1;2;2;2;2;2;2;2;2;3;7;7;7;6;6;2;1;24;18;24.00;1.957;6;#¡NULO!;4.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;4.00;3.00;1.40690;-0.53837;-0.68;2
2.104;3;3;3;3;3;3;3;2;2;1;1;2;1;1;1;1;1;1;1;1;8;1;5;2;3;2;2;3;1;1;56;14;56.00;1.925;1;3;1.00;2.00;1.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;0.17246;0.78297;-0.50;5
2.105;1;3;3;1;3;3;1;2;4;1;1;3;2;1;2;2;2;#¡NULO!;#¡NULO!;1;4;2;2;3;3;3;5;1;99;2;28;16;28.00;1.953;1;#¡NULO!;4.00;0.00;1.00;2.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;0.92378;-0.83915;-1.76;3
2.106;3;3;3;3;3;1;3;1;4;1;1;3;2;#¡NULO!;#¡NULO!;2;2;2;2;2;3;2;6;3;6;3;4;5;99;1;28;18;28.00;1.953;1;1;4.00;0.00;0.00;2.00;1.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;3.00;3.00;1.83789;-1.68454;-1.70;3
2.107;3;3;3;3;3;3;3;2;2;1;1;2;1;1;2;2;2;#¡NULO!;2;1;5;1;6;7;7;7;3;2;98;2;21;16;21.00;1.960;6;#¡NULO!;1.00;1.00;0.00;0.00;2.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;2.00;2.00;0.45287;-0.49700;-1.76;4
2.108;2;1;3;3;3;3;1;2;4;2;1;4;1;#¡NULO!;2;2;2;2;2;2;3;2;5;3;4;5;6;2;99;1;51;14;51.00;1.930;1;3;3.00;1.00;2.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;2.00;3.00;0.30431;-0.00676;-1.51;4
2.109;3;3;3;3;3;3;3;2;4;2;1;7;2;1;2;2;2;2;2;2;2;2;1;1;10;10;7;7;98;2;20;18;20.00;1.961;6;#¡NULO!;4.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.02263;1.53277;-1.95;#¡NULO!
2.110;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;5;1;1;1;2;75;12;75.00;1.906;1;2;1.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.25975;0.79110;-0.53;5
2.111;3;3;3;3;3;3;3;2;2;2;1;3;1;1;1;1;1;1;1;1;10;1;1;1;2;8;10;1;2;2;22;21;22.00;1.959;6;#¡NULO!;2.00;1.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.47834;1.68038;0.53;3
2.112;3;3;3;3;3;3;3;2;3;2;1;7;2;1;1;1;2;2;2;2;6;2;1;1;1;10;7;10;2;2;24;17;24.00;1.957;6;#¡NULO!;4.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.39030;0.32135;-0.24;#¡NULO!
2.113;3;3;3;3;3;3;3;2;3;2;1;7;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;2;2;3;3;4;10;3;6;98;1;44;15;44.00;1.937;1;1;4.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.35121;2.13408;-0.33;4
2.114;3;3;3;3;3;3;3;2;3;1;1;7;1;1;2;2;2;2;2;2;#¡NULO!;2;1;1;2;10;10;4;98;1;49;14;49.00;1.932;1;4;3.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.18824;0.94931;0.23;#¡NULO!
2.115;3;3;3;3;3;3;3;2;3;2;1;3;1;1;1;1;1;1;1;1;8;1;2;2;1;10;7;1;98;2;29;14;29.00;1.952;6;#¡NULO!;3.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.41820;1.15651;-0.45;#¡NULO!
2.116;2;3;3;3;3;3;3;3;2;2;1;3;1;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;1;7;1;1;1;2;10;5;6;98;2;68;12;68.00;1.913;1;3;2.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.88290;0.89069;-0.69;5
2.117;3;3;3;3;3;3;3;2;3;2;1;7;2;1;1;1;2;2;2;2;5;2;3;1;1;10;6;7;98;2;30;12;30.00;1.951;1;3;4.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-0.60357;0.76865;0.30;#¡NULO!
2.118;3;3;3;3;3;3;3;3;1;2;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;10;1;1;98;1;53;12;53.00;1.928;4;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;3.00;3.00;-1.08575;1.14858;-1.79;#¡NULO!
