v3;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v27;v28;v30;v31;v32;v33;v34;v35;v37;v51;v52;v53;v54;v55;v57;v64;v65;v66;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v106;v107;v110;v111;v112;v113;v114;v115;v116;v117;v118;v119;v120;v121;v122;v123;v124;v135;v136;v137;v138;v140;v141;v144;v145;v146;v177;v178;v179;v180;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v192;v193;v194;v195;v196;v197;v198;v199;v200;v201;v202;v203;v204;v205;v210;v214;v215;v216;v218;v219;v220;v221;v222;v223;v224;v226;v227;v229;v232;v233;v234;v238;natwave;v1000mpm;v1010mpm;agegroup;grupoeda;v197n;v9r;jovenes;v22r;v182r;v183r;v190r;añonac;GENERAC;configle;misa;prelig;tiporeli;tiporelr;ideolor2;genero;claser;añoeduc;EUROCAT;impdior;ideolor;ideolo;dios;vida;infierno;pecado;IMPDIO;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEX;STATUS;STATUSR;edadnuev
1.178;9;3;1;1;2;2;2;2;2;2;2;1;1;2;2;#¡NULO!;3;3;3;3;3;3;3;3;1;2;2;2;2;2;3;5;5;1;2;1;2;2;1;2;2;2;2;2;1;4;#¡NULO!;6;#¡NULO!;8;#¡NULO!;2;2;#¡NULO!;1;1;4;#¡NULO!;1;1;2;2;2;2;2;1;2;1;#¡NULO!;#¡NULO!;#¡NULO!;2;3;3;2;2;3;3;2;3;3;1;2;10;#¡NULO!;4;1;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;#¡NULO!;4;1;6;6;4;99;7;3;7;7;1;2;5;#¡NULO!;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;8;3;6;0;1;1;4;0;81;2;9;1;2;#¡NULO!;8;1;1;1;1;3;1.973;#¡NULO!;0;0;1;3;2;5;0;3;21;4;8;#¡NULO!;4;1;1;2;2;2;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;3;3;0.35008;0.07495;0.134614691380;-0.420663701096;8.00
1.179;2;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;1;2;2;4;4;4;1;1;1;1;1;1;1;2;1;2;1;1;2;3;6;#¡NULO!;8;1;#¡NULO!;1;3;1;1;4;1;1;1;2;3;2;3;3;2;3;2;3;3;4;2;3;3;3;3;3;3;3;3;3;2;2;1;#¡NULO!;5;2;1;2;2;2;2;2;1;2;2;3;4;3;3;3;4;4;4;7;2;1;1;2;3;98;1;56;25;16;1;1;8;1;0;0;4;5;0;1;1;4;0;81;2;9;2;3;4;8;1;2;2;1;1;1.973;#¡NULO!;0;0;0;4;1;4;1;2;16;4;2;4;1;1;2;2;1;4;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;2;3;-0.06565;1.35579;-0.844830937271;-1.066515498551;8.00
1.180;1;2;1;1;2;2;2;2;1;1;2;1;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;1;1;2;6;7;4;1;1;1;2;1;1;1;2;1;2;1;1;2;3;1;#¡NULO!;2;1;2;#¡NULO!;3;1;1;3;1;1;3;2;3;2;3;4;2;3;2;3;3;4;2;2;3;2;2;3;3;2;3;3;2;3;1;#¡NULO!;3;1;1;1;1;2;2;1;1;7;1;2;2;3;3;2;3;4;3;5;2;1;2;1;2;98;2;55;26;18;#¡NULO!;1;4;2;#¡NULO!;7;3;6;0;1;1;4;0;81;1;9;2;3;3;8;1;2;1;1;3;1.973;#¡NULO!;1;0;1;2;3;4;0;3;18;4;7;4;1;1;1;2;1;2;2;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;3;0.40495;-0.58410;0.183226080824;0.053172754132;8.00
1.187;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;6;4;5;1;2;1;2;1;1;2;1;1;2;2;1;2;3;6;#¡NULO!;2;1;1;2;3;3;1;3;1;1;3;2;1;1;3;3;#¡NULO!;#¡NULO!;2;3;3;4;2;3;3;2;3;4;3;3;3;2;3;3;1;#¡NULO!;4;2;1;2;2;2;2;2;2;5;1;1;1;1;1;2;5;3;2;5;4;1;2;1;2;98;1;57;24;21;2;1;4;1;0;0;2;5;0;1;1;4;0;81;1;9;1;2;5;8;1;2;2;1;2;1.973;#¡NULO!;0;0;0;4;1;4;1;4;21;4;5;4;1;1;2;2;2;3;2;0;1;0;1;1;0;0;0;1;0;0;0;0;1;2;3;-0.55329;-0.05689;1.134066707449;0.729010892265;8.00
1.189;2;2;2;#¡NULO!;2;2;2;1;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;1;2;2;6;7;7;1;2;1;2;1;1;2;1;2;1;1;1;2;1;6;#¡NULO!;8;1;2;2;1;2;1;4;1;1;2;3;3;2;3;2;2;2;1;2;#¡NULO!;4;3;3;3;4;3;4;3;2;4;4;1;2;1;#¡NULO!;2;1;1;1;1;2;2;1;2;6;1;3;2;2;#¡NULO!;1;5;5;2;5;2;2;2;5;#¡NULO!;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;2;2;6;0;1;1;4;0;81;2;9;1;2;5;8;1;2;1;1;2;1.973;#¡NULO!;0;1;1;2;3;4;0;4;21;4;6;4;1;1;1;2;2;3;2;0;0;1;0;0;0;1;1;1;0;0;0;0;0;3;3;0.64315;1.23372;1.151654933809;0.867029725469;8.00
1.191;3;2;1;1;1;2;2;2;1;2;2;2;2;2;1;2;3;3;3;3;2;3;2;1;2;2;2;2;2;2;5;6;#¡NULO!;1;2;2;2;2;2;1;2;2;2;2;2;4;2;6;#¡NULO!;8;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;4;1;1;1;1;1;1;3;2;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;7;2;2;4;4;1;4;1;4;4;4;1;1;1;#¡NULO!;7;2;1;1;1;1;1;1;1;10;1;1;1;1;1;1;6;5;8;10;1;1;1;3;1;98;1;62;19;19;1;6;#¡NULO!;2;#¡NULO!;2;1;#¡NULO!;0;2;1;4;0;81;2;9;1;1;6;8;1;2;2;1;4;1.973;#¡NULO!;1;0;0;2;3;7;1;5;19;4;10;7;3;1;1;1;1;1;2;0;0;1;1;0;0;0;1;0;0;0;0;0;1;3;3;0.22626;-0.19240;1.489499627635;1.795949449426;8.00
1.192;1;2;1;1;1;2;1;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;2;3;2;2;2;2;2;2;8;10;#¡NULO!;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;1;3;1;1;1;#¡NULO!;1;1;4;1;2;2;2;1;1;3;4;2;3;#¡NULO!;3;3;#¡NULO!;2;4;2;2;3;3;2;2;3;3;3;#¡NULO!;1;#¡NULO!;7;2;1;2;#¡NULO!;#¡NULO!;2;2;2;#¡NULO!;2;1;1;1;1;#¡NULO!;1;1;1;1;10;1;2;1;1;98;1;54;27;14;#¡NULO!;3;7;1;0;0;4;#¡NULO!;0;2;1;4;0;81;2;9;2;3;1;8;1;2;2;1;5;1.973;#¡NULO!;0;0;0;4;1;5;1;2;14;4;#¡NULO!;#¡NULO!;4;1;2;2;2;5;2;0;0;1;1;0;1;1;0;1;0;0;0;0;0;1;2;-0.76045;0.71011;-1.182139982483;-1.338146148463;8.00
1.195;2;2;#¡NULO!;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;6;6;8;1;2;1;2;2;2;2;2;2;2;2;#¡NULO!;2;2;6;#¡NULO!;2;1;2;2;2;3;1;4;#¡NULO!;1;1;1;1;1;3;3;2;2;1;3;3;6;2;4;2;2;3;2;2;2;2;1;3;2;1;#¡NULO!;7;2;1;1;1;1;1;1;1;1;2;5;5;5;5;5;5;5;5;5;5;5;3;2;1;98;1;61;20;14;1;7;#¡NULO!;2;#¡NULO!;7;3;7;0;2;1;4;0;81;2;9;1;1;5;8;1;2;2;1;1;1.973;#¡NULO!;0;0;0;4;1;6;1;3;14;4;1;6;3;1;1;1;1;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;3;0.22082;0.10541;-0.283126030386;-0.056312427272;8.00
1.203;2;3;1;1;2;2;2;1;1;1;2;2;2;2;2;2;3;1;3;3;3;3;3;1;2;2;1;2;2;2;8;8;8;1;2;1;2;2;2;2;2;1;1;2;1;1;2;6;#¡NULO!;3;1;2;2;2;1;1;3;#¡NULO!;1;3;3;1;1;1;2;2;2;1;#¡NULO!;3;3;2;4;2;3;2;2;2;3;4;3;1;2;1;#¡NULO!;7;1;1;2;1;2;2;2;2;7;1;1;2;2;1;1;3;6;8;9;2;1;5;4;1;2;1;54;27;21;1;3;2;2;#¡NULO!;2;1;9;0;2;1;4;0;81;1;9;2;3;3;8;1;2;1;1;3;1.973;#¡NULO!;0;0;1;3;2;3;1;5;21;4;7;3;1;1;2;2;2;2;2;0;1;0;0;0;0;1;1;1;0;0;0;0;0;3;3;0.23357;0.74276;1.668063820535;1.609400161032;8.00
1.208;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;9;9;8;2;2;1;2;1;2;1;2;2;2;2;1;2;1;6;#¡NULO!;2;1;1;2;1;1;1;4;1;1;3;1;1;1;1;3;2;2;2;3;3;5;#¡NULO!;3;3;2;2;2;2;2;2;2;3;1;1;#¡NULO!;2;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;2;3;1;2;1;1;1;3;1;98;2;53;28;16;1;1;8;2;#¡NULO!;8;4;4;0;2;1;4;0;81;2;9;2;3;2;8;1;2;1;1;3;1.973;#¡NULO!;0;1;1;2;3;5;0;2;16;4;8;5;2;1;1;1;1;2;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;2;3;-0.27125;0.75369;-1.028619413807;-1.259900518311;8.00
1.215;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;2;1;2;2;1;2;2;8;8;5;2;2;1;2;2;2;2;2;1;1;2;1;1;2;6;#¡NULO!;5;1;2;2;2;2;1;4;1;2;3;1;1;1;1;2;2;3;2;3;3;7;2;2;2;3;3;4;3;3;3;2;1;2;1;#¡NULO!;2;1;1;1;1;1;1;1;1;7;1;2;2;2;5;5;2;2;2;5;2;2;1;2;2;98;2;61;20;21;1;6;#¡NULO!;2;#¡NULO!;1;1;#¡NULO!;0;3;1;#¡NULO!;0;81;2;9;1;1;2;8;1;2;1;1;3;1.973;#¡NULO!;1;1;1;1;4;7;0;5;21;4;7;7;3;1;1;1;1;2;2;0;0;1;0;0;1;1;0;1;0;0;0;0;0;3;2;-0.10764;1.10034;2.713373978200;2.970316686180;8.00
1.219;3;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;4;2;1;1;1;1;1;1;1;1;1;1;1;2;4;2;6;#¡NULO!;2;1;2;2;1;1;2;4;#¡NULO!;1;1;1;1;1;1;3;3;3;3;3;3;4;2;3;3;3;3;3;3;4;4;4;1;2;1;#¡NULO!;7;2;1;1;1;2;2;2;2;3;#¡NULO!;1;1;1;1;1;9;1;5;10;1;1;3;2;2;98;1;57;24;21;1;1;5;2;#¡NULO!;8;3;6;0;1;1;8;0;81;3;9;1;2;9;8;1;2;2;1;1;1.973;#¡NULO!;0;0;0;4;1;4;1;3;21;4;3;4;1;1;1;2;2;4;0;2;0;1;0;1;1;1;0;0;0;0;0;0;0;2;3;1.48077;0.96543;0.279072644109;-0.132119808596;8.00
1.224;3;2;1;1;2;2;2;1;2;1;2;2;2;2;1;2;3;3;3;3;3;3;3;1;2;2;2;2;2;2;3;5;8;1;2;2;2;2;1;2;2;1;2;2;1;4;2;6;#¡NULO!;2;1;2;2;3;1;2;1;2;1;1;1;1;1;1;3;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;2;2;2;2;2;2;2;2;2;2;1;2;1;#¡NULO!;7;2;1;#¡NULO!;1;2;#¡NULO!;#¡NULO!;1;8;2;1;1;1;3;3;1;3;1;5;5;1;1;2;2;98;1;61;20;17;1;3;10;2;#¡NULO!;10;3;3;0;1;1;2;0;81;2;9;1;1;1;8;1;2;2;1;3;1.973;#¡NULO!;1;0;0;2;3;3;1;3;17;4;8;3;1;1;2;2;1;2;1;2;0;0;0;0;0;1;0;1;0;0;0;0;1;2;3;-0.06706;1.72442;-0.698347152509;-0.759095525779;8.00
1.232;3;2;2;1;1;1;2;1;2;2;2;2;2;2;1;1;3;3;3;3;3;3;3;3;1;2;2;2;2;2;8;8;10;1;2;1;2;1;2;2;2;2;2;1;1;2;1;6;#¡NULO!;1;1;1;2;1;1;1;3;1;1;2;1;1;2;1;4;3;3;3;3;3;#¡NULO!;2;2;2;2;3;3;2;3;2;2;1;2;1;#¡NULO!;4;1;1;1;1;2;2;1;1;5;2;1;5;4;1;5;5;5;1;1;1;1;1;2;1;98;1;55;26;15;1;1;5;1;0;0;2;9;0;1;1;2;0;81;1;9;2;3;5;8;1;2;1;1;2;1.973;#¡NULO!;1;0;1;2;3;5;1;4;15;4;5;#¡NULO!;4;1;1;2;1;3;2;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;3;-0.55820;-0.27049;1.030260836061;1.297911773465;8.00
1.233;2;2;#¡NULO!;#¡NULO!;1;2;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;2;2;2;2;2;7;8;9;1;2;1;2;2;2;2;2;1;2;2;1;#¡NULO!;1;6;#¡NULO!;3;1;1;2;1;3;1;2;1;2;2;2;2;2;1;4;2;2;2;2;2;#¡NULO!;2;2;#¡NULO!;3;2;#¡NULO!;2;3;3;3;2;2;1;#¡NULO!;3;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;1;3;#¡NULO!;3;5;5;1;5;5;5;2;5;1;1;1;2;1;98;1;62;19;14;1;1;7;1;0;0;3;6;0;1;1;2;0;81;2;9;1;1;5;8;1;2;2;1;1;1.973;#¡NULO!;1;0;0;2;3;5;1;3;14;4;3;#¡NULO!;4;1;2;2;1;4;2;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;2;-0.76145;1.10992;-0.488743848713;-0.295023904284;8.00
1.237;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;3;3;3;3;3;3;3;1;2;2;1;2;1;2;5;6;10;2;2;2;2;2;2;2;2;2;2;1;1;4;1;1;#¡NULO!;3;1;2;1;3;1;1;2;1;1;3;1;1;1;2;3;2;3;2;3;3;5;2;4;1;3;4;4;2;3;3;3;2;2;1;#¡NULO!;6;1;1;2;2;2;2;2;#¡NULO!;7;1;1;1;3;1;1;10;1;1;5;5;5;3;2;1;98;1;52;29;18;#¡NULO!;1;12;1;0;0;3;6;0;3;1;2;0;81;2;9;2;3;10;8;1;2;1;1;3;1.973;#¡NULO!;0;0;1;3;2;5;1;3;18;4;7;5;2;1;2;2;2;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;2;3;-0.69642;0.30916;0.183823793133;0.007907547765;8.00
1.238;2;1;1;1;2;2;2;1;2;2;2;2;1;2;1;2;3;3;3;3;3;3;3;2;2;2;2;1;2;2;9;5;10;2;2;1;2;2;2;2;2;2;1;2;2;4;1;6;#¡NULO!;3;1;2;2;3;2;1;2;1;1;3;3;1;1;3;3;2;3;3;3;3;5;2;3;4;3;4;4;3;4;4;4;1;2;1;#¡NULO!;6;1;1;1;1;#¡NULO!;#¡NULO!;1;1;10;1;1;1;1;1;1;4;1;1;8;1;1;1;2;2;98;2;58;23;21;1;6;#¡NULO!;2;#¡NULO!;2;2;#¡NULO!;0;3;1;2;0;81;2;9;1;2;4;8;1;1;1;1;4;1.973;#¡NULO!;0;0;1;3;2;5;0;4;21;4;10;5;2;1;1;2;1;1;2;1;0;0;0;0;0;1;0;0;0;0;1;0;1;2;3;-0.69858;0.95555;1.417929428548;1.123717683150;8.00
1.249;2;3;1;1;1;2;2;1;2;2;1;2;2;2;2;2;3;3;3;3;3;3;3;1;1;2;2;1;2;2;10;5;7;2;2;1;2;2;2;2;2;2;2;1;2;2;3;1;1;3;1;1;#¡NULO!;3;2;1;3;1;1;3;1;1;1;#¡NULO!;3;2;2;2;3;3;5;2;3;3;2;3;3;3;3;3;3;1;2;1;#¡NULO!;3;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;1;1;6;1;5;3;2;1;1;2;52;29;17;#¡NULO!;1;5;2;#¡NULO!;2;2;9;0;3;1;2;0;81;1;9;2;3;1;8;1;2;1;1;4;1.973;#¡NULO!;0;0;1;3;2;5;0;4;17;4;10;5;2;1;1;1;1;1;2;0;1;0;1;0;0;1;0;0;1;0;0;0;0;2;3;-0.64518;-0.37982;1.163658156919;1.254582694089;8.00
1.250;2;3;2;2;2;1;2;1;1;1;2;2;2;2;2;2;3;3;2;3;3;2;3;2;2;2;1;2;2;2;5;8;7;1;2;1;2;2;2;1;2;2;2;2;1;2;2;1;#¡NULO!;2;1;1;#¡NULO!;1;1;1;4;1;1;3;1;1;1;3;3;2;3;1;3;3;3;3;4;3;4;2;3;3;3;4;3;1;2;1;#¡NULO!;7;2;2;2;2;2;2;2;2;1;2;1;1;1;5;1;10;8;8;10;7;4;2;3;2;98;1;54;27;18;#¡NULO!;3;3;1;0;0;2;5;0;2;1;2;0;81;2;9;2;3;10;8;1;2;2;2;1;1.974;#¡NULO!;0;0;0;4;1;3;1;4;18;4;1;3;1;2;2;2;2;4;2;0;0;1;0;1;0;1;1;1;0;0;0;0;0;2;3;1.06148;0.90210;1.128915735807;1.143285697089;7.00
1.251;2;3;2;1;1;2;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;1;2;1;2;1;2;7;6;4;1;2;1;2;1;2;2;2;2;1;2;1;1;3;6;#¡NULO!;3;1;1;2;3;3;1;3;#¡NULO!;1;3;2;2;1;3;3;2;3;2;3;3;5;2;3;3;4;3;3;3;4;4;3;1;2;1;#¡NULO!;2;1;1;#¡NULO!;#¡NULO!;2;2;1;1;6;1;1;1;4;1;1;1;1;1;2;5;1;3;1;1;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;2;1;9;0;2;1;2;0;81;1;9;1;2;1;8;1;2;1;1;2;1.974;#¡NULO!;0;1;1;2;3;5;0;5;21;4;6;5;2;1;2;2;1;3;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;3;-0.68083;0.26273;1.955790869293;1.876427480002;7.00
1.256;2;3;1;1;2;2;2;1;1;1;2;2;2;2;2;#¡NULO!;3;1;3;3;3;3;3;2;2;2;2;1;1;2;9;6;6;1;1;2;2;2;1;2;2;2;1;1;1;2;2;6;#¡NULO!;3;1;2;2;1;1;4;2;1;2;2;1;2;2;1;2;#¡NULO!;3;2;3;#¡NULO!;4;2;3;3;3;3;3;3;3;3;3;2;2;1;#¡NULO!;2;2;1;1;1;1;1;1;1;4;2;2;2;5;4;4;7;7;2;7;8;3;2;3;1;98;1;58;23;21;1;6;#¡NULO!;2;#¡NULO!;4;2;7;0;3;1;2;0;81;3;9;1;2;7;8;1;2;2;1;1;1.974;#¡NULO!;0;1;0;4;1;4;1;4;21;4;4;4;1;1;1;1;1;4;0;1;0;2;0;0;0;1;1;1;0;0;0;0;0;3;2;1.92166;0.79255;1.424035749587;1.171270366231;7.00
1.257;2;3;2;2;2;1;2;1;2;2;2;2;2;2;2;1;3;3;3;2;3;3;3;1;2;2;2;2;2;2;6;3;5;1;1;1;1;1;1;1;1;1;1;1;2;2;3;6;#¡NULO!;8;1;2;1;1;1;2;4;#¡NULO!;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;3;2;2;2;3;2;3;3;1;2;1;#¡NULO!;7;2;1;1;1;2;2;#¡NULO!;1;5;1;9;2;1;1;1;8;2;5;5;5;6;2;3;2;2;1;60;21;21;1;6;#¡NULO!;2;#¡NULO!;8;3;5;0;2;1;1;0;81;3;9;1;2;8;8;1;2;2;1;2;1.974;#¡NULO!;0;0;0;4;1;3;1;3;21;4;5;3;1;1;1;2;1;3;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;4;3;1.93878;1.40185;0.013934667298;-0.562151061766;7.00
1.262;2;3;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;3;2;2;3;3;3;1;2;2;2;2;2;2;7;7;5;2;2;2;2;2;2;2;2;2;1;1;2;4;3;1;3;3;1;2;#¡NULO!;1;1;2;3;1;1;1;1;3;1;1;1;1;1;1;#¡NULO!;2;2;2;4;4;2;1;1;4;2;4;4;2;2;1;#¡NULO!;7;2;1;2;2;2;2;2;2;3;2;8;6;6;1;1;6;6;6;8;8;1;2;1;3;3;1;54;27;16;#¡NULO!;3;2;1;0;0;3;6;0;2;1;1;0;81;2;9;2;3;6;8;1;2;2;1;1;1.974;#¡NULO!;0;0;0;4;1;2;1;3;16;4;3;2;1;1;2;2;2;4;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;4;3;0.98829;1.03446;0.036322453054;0.228882662622;7.00
1.263;2;2;#¡NULO!;2;2;1;2;1;1;1;2;2;2;2;1;1;3;3;2;3;3;3;3;1;2;2;2;2;2;2;4;8;8;1;1;1;1;1;1;1;1;1;1;1;2;2;3;6;#¡NULO!;8;#¡NULO!;2;1;1;1;2;4;#¡NULO!;1;3;1;3;2;3;1;1;3;1;2;2;2;1;4;4;3;2;4;3;2;3;4;1;2;1;#¡NULO!;7;3;2;2;2;2;2;2;2;1;2;6;4;1;7;1;9;9;7;6;7;7;2;1;1;3;2;57;24;16;2;1;5;1;0;0;2;4;0;2;1;1;0;81;3;9;1;2;9;8;1;2;3;2;1;1.974;#¡NULO!;0;0;0;4;1;2;0;4;16;4;1;2;1;2;2;2;2;4;0;2;0;1;0;1;0;1;1;1;0;0;0;0;1;4;3;2.02725;1.49809;0.306028869312;0.361936272261;7.00
1.264;3;3;2;2;2;1;2;2;1;2;2;2;2;2;1;1;3;3;3;3;1;3;3;1;2;2;2;2;2;2;7;3;9;2;2;1;2;2;2;2;1;2;2;1;2;4;3;6;#¡NULO!;8;#¡NULO!;#¡NULO!;1;3;1;2;4;#¡NULO!;1;1;1;1;1;1;2;2;2;1;2;2;3;2;3;3;3;2;2;2;1;4;4;1;2;1;#¡NULO!;4;1;1;2;2;2;2;2;2;4;1;1;1;1;2;1;8;8;6;9;7;6;2;1;2;2;1;58;23;21;1;6;#¡NULO!;2;#¡NULO!;4;2;8;0;2;1;1;0;81;3;9;1;2;8;8;1;2;1;1;1;1.974;#¡NULO!;0;0;1;3;2;3;1;4;21;4;4;3;1;1;2;2;2;4;0;2;0;1;0;1;0;0;1;0;0;0;0;0;1;3;3;2.19115;0.03966;1.544178016945;1.293566544143;7.00
1.270;2;3;2;1;2;1;2;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;7;7;10;1;1;1;1;1;1;1;1;1;1;1;1;4;3;6;#¡NULO!;3;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;3;2;3;3;4;2;3;2;2;2;3;2;2;3;3;3;2;1;#¡NULO!;7;2;1;1;1;2;2;2;2;6;2;1;1;1;1;1;4;1;1;6;3;1;1;3;1;98;1;58;23;21;1;6;#¡NULO!;2;#¡NULO!;5;2;7;0;2;1;8;0;81;2;9;1;2;4;8;1;2;2;1;2;1.974;#¡NULO!;0;0;0;4;1;4;1;4;21;4;6;4;1;1;1;2;2;3;2;1;0;0;0;1;0;1;1;0;0;0;0;0;0;3;3;1.17225;0.86168;1.225223970350;0.927342098617;7.00
1.271;2;3;2;1;2;2;1;1;2;1;2;2;2;2;2;#¡NULO!;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;4;5;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;2;3;1;1;3;1;1;1;1;1;1;1;3;2;3;2;3;3;5;2;3;2;2;2;3;2;2;2;2;2;2;1;#¡NULO!;7;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;6;2;1;1;1;1;1;4;1;1;5;2;1;1;3;1;98;2;58;23;18;#¡NULO!;5;#¡NULO!;2;#¡NULO!;4;2;6;0;2;1;8;0;81;1;9;1;2;4;8;1;2;2;1;2;1.974;#¡NULO!;0;0;0;4;1;5;0;4;18;4;6;5;2;1;2;2;2;3;2;0;1;0;0;0;1;1;0;1;0;0;0;0;0;2;3;-0.68811;0.84451;0.897846105759;0.920146119559;7.00
1.274;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;8;8;7;1;1;1;1;1;1;1;1;1;1;1;1;2;2;6;#¡NULO!;2;1;1;1;1;1;2;4;1;1;3;1;1;1;1;3;1;1;1;1;2;3;2;3;3;3;3;3;3;3;3;3;2;2;1;#¡NULO!;7;2;#¡NULO!;2;1;2;2;2;2;5;2;1;3;3;3;3;10;5;3;7;5;3;1;2;2;98;1;62;19;21;1;6;#¡NULO!;2;#¡NULO!;2;3;7;0;2;1;6;0;81;3;9;1;1;10;8;1;2;2;8;2;1.974;#¡NULO!;0;0;0;4;1;3;1;3;21;4;5;3;1;2;2;2;2;3;0;2;0;1;1;1;1;1;0;0;0;0;0;0;0;2;3;1.07311;0.99129;0.868591836494;0.585432659908;7.00
1.277;2;2;2;1;2;2;1;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;1;2;2;10;5;2;1;2;1;1;1;1;1;1;2;1;1;1;2;3;6;#¡NULO!;3;1;1;2;3;1;#¡NULO!;#¡NULO!;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;1;3;2;3;2;3;3;5;2;3;1;2;2;3;1;3;3;3;1;2;1;#¡NULO!;7;1;1;1;1;2;2;2;2;8;2;1;1;1;1;1;4;1;1;5;2;1;1;3;1;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;1;1;8;0;2;1;8;0;81;9;9;1;2;4;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;5;0;5;21;4;8;5;2;1;1;2;2;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;2;2;-0.00197;0.66070;2.439269191609;2.471516152073;7.00
1.283;2;3;1;1;2;2;2;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;10;6;5;1;1;1;2;1;1;1;1;1;1;1;2;2;3;6;#¡NULO!;4;1;1;2;1;1;1;4;1;1;3;2;3;2;3;3;2;3;2;2;3;#¡NULO!;2;3;3;3;3;3;3;4;3;3;1;2;1;#¡NULO!;2;1;1;1;1;1;1;1;1;6;2;1;10;1;1;1;5;5;1;3;1;1;5;3;2;98;2;62;19;21;1;6;#¡NULO!;2;#¡NULO!;3;1;8;0;2;1;8;0;81;2;9;1;1;5;8;1;2;1;1;2;1.974;#¡NULO!;0;1;1;2;3;5;0;5;21;4;6;#¡NULO!;4;1;1;1;1;3;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;2;3;-0.06565;1.35579;2.173594580308;2.168151608630;7.00
