v3;v10;v11;v12;v13;v14;v15;v16;v17;v18;v19;v20;v21;v22;v23;v24;v27;v28;v30;v31;v32;v33;v34;v35;v37;v51;v52;v53;v54;v55;v57;v64;v65;v66;v75;v76;v77;v78;v79;v80;v81;v82;v83;v84;v85;v86;v87;v88;v89;v90;v91;v92;v93;v94;v95;v96;v106;v107;v110;v111;v112;v113;v114;v115;v116;v117;v118;v119;v120;v121;v122;v123;v124;v135;v136;v137;v138;v140;v141;v144;v145;v146;v177;v178;v179;v180;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v192;v193;v194;v195;v196;v197;v198;v199;v200;v201;v202;v203;v204;v205;v210;v214;v215;v216;v218;v219;v220;v221;v222;v223;v224;v226;v227;v229;v232;v233;v234;v238;natwave;v1000mpm;v1010mpm;agegroup;grupoeda;v197n;v9r;jovenes;v22r;v182r;v183r;v190r;añonac;GENERAC;configle;misa;prelig;tiporeli;tiporelr;ideolor2;genero;claser;añoeduc;EUROCAT;impdior;ideolor;ideolo;dios;vida;infierno;pecado;IMPDIO;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEX;STATUS;STATUSR;edadnuev
1.287;1;1;1;1;2;1;2;2;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;7;7;8;1;2;1;1;1;1;1;1;2;1;2;2;4;2;6;#¡NULO!;2;#¡NULO!;2;1;1;1;2;4;#¡NULO!;1;1;1;1;1;1;2;1;2;1;2;#¡NULO!;2;2;3;2;2;2;2;3;3;3;3;1;2;1;#¡NULO!;6;2;1;1;1;2;2;2;2;6;1;4;6;4;7;1;5;3;10;10;2;10;1;3;2;3;2;57;24;17;1;1;5;2;#¡NULO!;4;2;8;0;2;1;8;0;81;3;9;1;2;5;8;1;2;2;1;2;1.974;#¡NULO!;0;0;0;4;1;2;0;4;17;4;6;2;1;1;1;2;2;3;0;2;0;1;0;1;0;0;1;1;0;0;0;0;0;3;3;2.28478;0.86922;1.093493577410;1.153552875333;7.00
1.288;3;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;4;6;1;2;1;2;1;1;2;1;1;2;1;2;4;2;6;#¡NULO!;3;1;2;2;2;3;1;2;#¡NULO!;1;3;1;1;1;2;2;2;2;2;3;3;4;2;3;3;2;3;2;2;3;3;3;2;2;1;#¡NULO!;4;2;1;#¡NULO!;2;2;2;2;2;5;2;1;1;1;1;1;7;7;5;10;7;1;1;3;1;98;2;59;22;21;1;6;#¡NULO!;2;#¡NULO!;2;3;6;0;1;1;8;0;81;2;9;1;2;7;8;1;2;2;1;2;1.974;#¡NULO!;0;0;0;4;1;4;0;3;21;4;5;4;1;1;2;2;2;3;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;3;3;0.63134;0.98524;0.672703258291;0.334308413236;7.00
1.289;2;3;1;1;2;1;1;1;2;1;2;2;2;2;2;2;3;3;2;2;3;3;3;2;2;2;1;2;2;2;4;7;7;1;2;1;2;1;1;1;2;2;2;1;2;4;3;1;1;2;1;1;1;1;3;#¡NULO!;#¡NULO!;#¡NULO!;1;1;1;1;1;3;1;1;2;1;2;2;3;2;3;3;3;3;3;2;3;3;3;3;2;10;#¡NULO!;7;3;2;2;2;2;2;2;2;1;2;3;1;7;10;1;5;4;6;10;7;1;1;2;1;2;1;52;29;15;#¡NULO!;1;7;1;0;0;3;4;0;2;1;8;0;81;9;9;2;3;5;8;1;2;3;2;1;1.974;#¡NULO!;0;0;0;4;1;3;1;3;15;4;1;3;1;2;2;2;2;4;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;4;3;0.73576;1.39641;-0.663518856855;-0.669756161806;7.00
1.291;2;1;2;1;2;1;2;1;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;6;7;7;1;1;1;1;1;1;1;2;2;1;1;2;4;2;6;#¡NULO!;2;#¡NULO!;2;1;1;1;2;4;1;1;1;3;2;1;3;3;1;1;1;2;2;2;2;4;3;3;3;4;3;4;4;4;1;2;1;#¡NULO!;6;1;1;#¡NULO!;1;2;2;2;2;7;1;4;6;4;7;1;10;6;10;10;3;10;4;5;2;2;1;59;22;21;1;6;#¡NULO!;2;#¡NULO!;2;3;5;0;2;1;8;0;81;3;9;1;2;10;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;2;1;3;21;4;7;2;1;1;2;2;2;2;0;2;0;1;0;1;0;1;0;1;0;0;0;0;0;2;3;1.49157;1.61371;0.552023234209;0.192821052566;7.00
1.294;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;7;8;8;2;1;1;2;1;1;1;1;1;1;1;2;4;2;6;#¡NULO!;2;2;2;1;1;2;4;2;2;1;1;2;3;3;1;2;1;1;1;1;2;2;1;4;4;4;3;3;4;4;3;4;4;2;10;#¡NULO!;7;2;2;2;2;2;2;2;2;1;2;9;9;9;6;1;10;10;10;10;10;10;1;5;4;98;1;53;28;19;2;1;7;1;0;0;3;#¡NULO!;0;1;1;9;0;81;3;9;2;3;10;8;1;2;2;2;1;1.974;#¡NULO!;0;0;0;4;1;2;1;3;19;4;1;2;1;2;2;2;2;4;0;1;0;2;0;1;0;1;1;1;0;0;0;0;0;3;3;2.41425;1.11215;-0.243429855620;-0.619362761480;7.00
1.295;2;3;2;1;2;2;1;1;2;2;1;2;2;1;1;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;10;8;7;1;2;1;1;1;1;1;1;1;1;1;#¡NULO!;4;2;6;#¡NULO!;2;2;2;2;1;1;1;3;#¡NULO!;1;3;1;1;1;2;3;2;2;1;1;1;3;1;3;4;3;3;3;3;4;4;4;1;2;1;#¡NULO!;7;1;1;2;2;2;2;2;1;3;2;1;1;5;1;1;1;1;10;10;1;1;1;5;#¡NULO!;98;2;58;23;18;1;1;4;2;#¡NULO!;7;4;3;0;1;1;9;0;81;1;9;1;2;1;8;1;2;1;1;1;1.974;#¡NULO!;0;0;1;3;2;3;0;2;18;4;3;3;1;1;2;2;1;4;2;0;1;0;0;0;1;1;0;0;1;0;0;1;1;2;3;-0.33418;-1.96193;-0.428959082205;-0.743748403469;7.00
1.297;1;4;1;1;2;1;2;1;1;2;2;1;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;1;7;10;1;1;1;1;1;1;1;1;1;1;1;2;4;2;6;#¡NULO!;3;1;2;2;1;1;4;2;2;1;1;1;2;2;3;3;1;1;2;2;2;#¡NULO!;2;4;4;3;3;3;4;4;4;4;3;3;10;#¡NULO!;7;1;2;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;2;1;1;5;5;1;8;6;8;10;10;10;1;5;4;98;1;61;20;18;1;6;#¡NULO!;2;#¡NULO!;9;4;#¡NULO!;0;1;1;9;0;81;3;9;1;1;8;8;1;2;1;2;2;1.974;#¡NULO!;0;0;1;3;2;5;1;2;18;4;5;#¡NULO!;4;2;1;2;2;3;0;1;0;2;0;1;0;1;1;0;0;1;0;0;0;2;3;2.82586;-0.01220;-1.019714648946;-1.951196764587;7.00
1.298;1;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;8;7;8;1;1;1;1;1;1;1;1;1;1;1;2;4;2;1;1;2;1;2;2;2;1;1;4;1;1;3;1;1;1;1;1;2;3;1;3;3;1;2;1;4;3;2;2;4;1;3;1;2;2;1;#¡NULO!;1;1;1;1;1;2;2;2;1;9;1;1;1;5;1;1;1;1;1;1;1;1;1;5;4;77;1;56;25;18;#¡NULO!;1;4;2;#¡NULO!;8;2;6;0;1;1;9;0;81;2;9;2;3;1;8;1;2;1;1;4;1.974;#¡NULO!;1;1;1;1;4;1;1;4;18;4;9;1;1;1;1;2;1;1;2;0;0;1;0;0;1;1;0;1;0;1;0;0;0;4;3;0.29874;1.46322;0.525603822780;0.367793467942;7.00
1.299;3;3;1;1;1;2;1;2;1;2;2;2;2;2;1;2;3;3;3;3;3;3;3;3;1;2;2;1;1;2;5;4;4;1;1;1;1;1;1;1;1;1;1;1;1;4;1;6;#¡NULO!;4;1;1;2;1;1;1;2;2;1;1;3;1;1;1;3;3;3;2;3;3;4;2;3;3;3;2;2;3;3;3;3;1;1;1;#¡NULO!;7;2;1;2;1;2;#¡NULO!;2;1;7;2;1;3;8;4;1;5;3;6;8;8;1;2;5;4;98;2;60;21;21;1;6;#¡NULO!;2;#¡NULO!;4;2;6;0;1;1;9;0;81;2;9;1;2;5;8;1;2;2;1;3;1.974;#¡NULO!;0;0;0;4;1;4;0;4;21;4;7;4;1;1;2;2;1;2;2;1;0;0;1;0;1;0;1;0;0;0;0;0;1;2;3;-0.32305;-0.04129;1.228147171383;0.920146119559;7.00
1.303;3;3;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;5;5;1;1;1;1;1;1;1;1;1;1;1;1;2;4;3;6;#¡NULO!;3;1;2;2;1;1;2;4;#¡NULO!;1;1;3;3;1;2;3;1;2;3;2;3;2;#¡NULO!;4;4;4;3;3;4;4;4;4;1;3;1;#¡NULO!;7;2;2;1;1;1;1;1;1;3;2;1;8;8;8;6;7;7;4;8;7;8;1;5;4;98;1;62;19;18;1;1;9;2;#¡NULO!;7;4;5;0;1;1;9;0;81;3;9;1;1;7;8;1;2;2;2;1;1.974;#¡NULO!;0;0;0;4;1;2;1;2;18;4;3;2;1;2;1;1;1;4;0;2;0;1;0;0;0;1;1;0;0;0;0;0;0;2;3;1.73897;0.77920;-0.828741596019;-1.145038576878;7.00
1.308;2;1;1;#¡NULO!;2;1;2;2;2;1;2;2;2;2;2;1;3;3;3;3;3;3;3;1;2;2;2;2;2;2;7;7;8;1;1;1;1;1;1;1;1;2;1;1;1;4;2;6;#¡NULO!;3;1;2;1;1;1;4;2;1;1;1;2;3;3;2;1;1;1;1;2;2;1;1;4;4;2;3;4;4;4;4;4;1;3;10;#¡NULO!;7;3;2;2;2;2;2;2;2;1;2;1;8;10;6;1;8;1;9;10;10;2;2;5;4;77;1;54;27;21;1;2;4;1;0;0;2;6;0;1;1;9;0;81;3;9;2;3;8;8;1;2;3;2;1;1.974;#¡NULO!;0;0;0;4;1;1;1;4;21;4;1;1;1;2;2;2;2;4;0;1;0;2;0;1;0;0;0;1;0;0;0;0;0;4;3;2.03500;1.02791;1.254746731531;0.870498252935;7.00
1.309;3;2;1;1;2;1;2;1;2;2;2;1;2;1;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;4;2;6;#¡NULO!;3;1;1;2;2;2;3;2;1;1;1;1;1;1;#¡NULO!;4;2;3;2;3;3;#¡NULO!;2;3;3;3;3;3;3;3;3;3;2;2;1;#¡NULO!;6;1;1;#¡NULO!;#¡NULO!;2;2;1;1;8;#¡NULO!;1;3;6;1;1;1;1;1;6;1;1;1;3;#¡NULO!;98;2;62;19;14;1;5;#¡NULO!;2;#¡NULO!;6;3;3;0;1;1;9;0;81;2;9;1;1;1;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;5;0;3;14;4;8;#¡NULO!;4;1;2;2;1;2;0;1;2;0;0;1;0;1;0;0;0;1;0;1;0;1;3;1.70980;-2.20637;-0.796818214185;-0.724167784428;7.00
1.313;1;3;1;1;1;1;1;1;2;2;2;2;2;2;2;2;3;1;3;3;3;3;3;2;2;2;2;2;2;2;10;3;8;2;2;1;1;2;2;2;2;2;2;2;2;4;3;6;#¡NULO!;2;2;2;2;1;1;4;1;2;1;2;2;2;1;2;4;2;2;1;3;3;2;2;3;3;2;3;3;3;3;3;3;4;2;1;#¡NULO!;6;1;1;1;1;1;1;1;1;10;1;1;5;7;7;1;10;7;9;10;1;5;3;5;2;98;2;62;19;21;1;6;#¡NULO!;2;#¡NULO!;8;4;3;0;1;1;9;0;81;2;9;1;1;10;8;1;2;1;1;4;1.974;#¡NULO!;0;0;1;3;2;2;0;2;21;4;10;2;1;1;1;1;1;1;1;0;0;2;1;1;1;1;0;0;0;0;0;0;0;1;3;0.65625;0.21300;-0.630616762406;-1.483225244564;7.00
1.321;3;3;1;#¡NULO!;1;2;1;2;2;1;2;1;2;2;2;1;3;1;3;1;3;3;1;1;1;1;1;2;1;2;1;6;6;2;2;2;2;2;2;2;2;2;2;2;1;4;1;6;#¡NULO!;3;1;1;2;1;1;3;4;1;1;2;2;2;1;3;2;1;2;1;1;1;3;#¡NULO!;3;4;3;2;4;4;3;3;2;4;2;1;#¡NULO!;1;1;1;1;#¡NULO!;1;#¡NULO!;#¡NULO!;1;6;1;1;1;1;1;1;4;4;5;5;6;6;2;1;4;98;1;53;28;14;1;1;6;2;#¡NULO!;#¡NULO!;3;#¡NULO!;0;1;1;9;0;81;2;9;2;3;4;8;1;2;1;1;2;1.974;#¡NULO!;0;1;1;2;3;3;1;3;14;4;6;3;1;1;1;2;1;3;0;0;2;1;1;0;1;0;0;1;0;1;0;0;0;3;3;0.47781;-0.70079;-0.725111313527;-0.462591416392;7.00
1.324;2;3;1;1;1;2;2;1;1;2;2;2;2;2;2;1;3;3;3;1;3;3;1;2;2;2;2;2;2;2;7;8;5;2;2;2;2;2;2;2;2;2;2;2;#¡NULO!;4;3;6;#¡NULO!;3;1;1;2;3;1;2;4;#¡NULO!;1;1;2;2;1;3;2;2;3;2;3;3;#¡NULO!;2;3;3;3;3;3;3;3;3;3;2;2;1;#¡NULO!;5;1;1;1;2;2;2;#¡NULO!;2;5;#¡NULO!;1;5;10;2;1;10;10;10;10;10;1;1;3;3;98;1;57;24;14;1;3;2;2;#¡NULO!;2;3;9;0;1;1;9;0;81;3;9;1;2;10;8;1;2;1;1;2;1.974;#¡NULO!;0;0;1;3;2;5;1;3;14;4;5;#¡NULO!;4;1;1;2;2;3;0;2;0;1;1;0;0;1;1;0;0;0;0;0;0;3;3;1.45388;1.01311;0.494089739318;0.873743293719;7.00
1.325;3;3;1;2;2;1;2;1;1;1;2;2;2;2;2;2;3;3;3;3;1;3;3;1;2;2;2;2;2;2;5;3;4;2;2;2;2;2;1;2;1;2;1;2;2;4;3;6;#¡NULO!;8;1;#¡NULO!;1;3;1;2;4;#¡NULO!;1;1;3;3;#¡NULO!;2;2;1;1;1;1;1;2;1;4;4;3;2;3;4;4;4;4;1;2;10;#¡NULO!;7;1;1;#¡NULO!;1;2;2;2;1;2;2;1;1;#¡NULO!;1;1;10;10;10;10;#¡NULO!;#¡NULO!;2;1;4;98;2;58;23;21;1;6;#¡NULO!;2;#¡NULO!;7;3;7;0;1;1;9;0;81;3;9;1;2;10;8;1;2;1;1;1;1.974;#¡NULO!;0;0;1;3;2;2;0;3;21;4;2;2;1;1;2;2;1;4;0;2;0;1;0;1;0;1;1;1;0;0;0;0;0;3;3;2.20038;1.49164;0.381482767656;-0.056312427272;7.00
1.327;2;2;1;1;1;2;2;2;2;2;1;2;1;2;1;1;3;3;3;3;3;3;3;3;2;2;2;2;2;2;7;9;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;#¡NULO!;2;1;1;2;2;2;1;4;1;3;3;1;1;1;1;4;1;3;3;3;3;#¡NULO!;3;1;4;2;2;2;4;4;3;2;4;2;1;#¡NULO!;1;1;1;1;1;1;1;1;1;10;1;1;10;10;2;1;1;1;1;1;1;1;2;3;2;98;2;61;20;18;1;1;5;2;#¡NULO!;10;3;7;0;1;1;9;0;81;2;9;1;1;1;8;1;1;1;1;4;1.974;#¡NULO!;1;1;1;1;4;5;0;3;18;4;10;#¡NULO!;4;1;1;1;1;1;2;0;0;1;1;0;0;0;0;0;1;0;1;0;1;1;1;-0.79826;-1.75744;0.260185916639;0.227731172912;7.00
1.330;3;3;1;1;2;1;1;2;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;1;2;2;2;5;3;7;1;2;2;2;2;2;2;2;2;2;2;#¡NULO!;4;3;6;#¡NULO!;3;2;2;2;1;1;2;3;1;1;2;2;2;1;3;3;2;2;1;2;2;3;2;3;3;2;3;2;3;3;3;4;2;2;1;#¡NULO!;4;2;1;1;2;2;2;2;1;4;1;1;3;3;4;2;1;8;2;9;7;1;1;2;2;98;1;56;25;16;1;2;9;2;#¡NULO!;6;3;8;0;1;1;9;0;81;2;9;2;3;1;8;1;2;2;1;1;1.974;#¡NULO!;0;0;0;4;1;3;1;3;16;4;4;3;1;1;1;2;1;4;0;2;1;0;0;1;1;0;1;0;0;0;0;0;0;2;3;1.74182;-0.47808;-0.253207394960;-0.274484913200;7.00
1.331;2;1;1;1;2;1;2;2;1;2;2;1;2;2;2;1;3;3;3;3;3;3;3;2;1;2;2;1;2;2;8;8;5;2;2;1;2;1;1;2;2;1;1;2;2;4;1;6;#¡NULO!;2;1;1;2;2;2;1;3;#¡NULO!;1;2;2;1;1;1;4;#¡NULO!;3;2;3;3;#¡NULO!;2;1;3;2;3;3;3;3;3;4;1;2;1;#¡NULO!;2;1;1;1;1;1;#¡NULO!;1;1;7;1;1;1;1;2;2;1;1;1;5;5;2;1;2;#¡NULO!;98;1;62;19;21;1;6;#¡NULO!;2;#¡NULO!;10;3;7;0;1;1;9;0;81;1;9;1;1;1;8;1;2;1;1;3;1.974;#¡NULO!;1;1;1;1;4;5;1;3;21;4;7;#¡NULO!;4;1;1;2;1;2;2;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;3;1.14791;-1.33563;0.441307347667;0.059137607582;7.00
1.333;2;3;2;2;1;2;1;1;2;2;2;2;2;2;2;2;3;1;3;3;3;3;1;1;2;2;2;2;1;2;5;7;6;2;2;2;2;2;2;2;2;2;2;1;#¡NULO!;4;2;1;2;2;1;2;2;3;1;2;3;#¡NULO!;1;3;2;2;1;1;3;1;2;1;2;3;#¡NULO!;2;3;2;3;2;3;4;4;2;4;1;2;1;#¡NULO!;7;1;1;2;2;2;2;1;1;8;1;1;1;1;1;1;7;2;7;8;8;5;3;1;1;98;2;55;26;15;#¡NULO!;5;#¡NULO!;2;#¡NULO!;8;3;5;0;1;1;9;0;81;2;9;2;3;7;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;5;0;3;15;4;8;#¡NULO!;4;1;2;2;1;2;0;2;1;0;1;0;1;1;0;0;0;0;0;0;0;2;3;0.12262;0.62390;-0.531266672247;-0.562151061766;7.00
1.334;2;3;2;1;2;2;1;1;1;2;2;2;2;2;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;6;2;5;1;1;2;2;2;2;2;1;2;2;1;2;4;3;6;#¡NULO!;2;1;2;2;3;3;3;4;1;1;1;1;2;2;1;1;2;2;1;2;3;3;2;3;3;2;2;3;4;2;2;4;3;2;1;#¡NULO!;7;1;1;1;2;2;2;2;2;7;1;1;2;2;2;1;1;1;1;1;5;2;1;2;2;98;1;61;20;19;1;7;8;2;#¡NULO!;8;3;7;0;1;1;9;0;81;2;9;1;1;1;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;3;1;3;19;4;7;3;1;1;1;2;2;2;0;0;2;1;0;0;1;1;1;0;0;0;0;0;0;4;3;1.37982;-0.56593;-0.209005914542;-0.431116446675;7.00
1.347;2;3;2;#¡NULO!;1;2;2;1;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;5;8;8;2;2;1;2;2;2;2;2;2;2;2;2;2;1;6;#¡NULO!;3;1;2;2;1;1;1;4;1;1;1;2;1;1;1;3;1;3;2;3;3;#¡NULO!;2;2;2;3;4;4;3;3;3;3;3;2;1;#¡NULO!;5;2;1;#¡NULO!;1;2;2;2;1;8;1;1;1;1;3;1;5;5;1;9;3;2;3;98;2;98;2;59;22;14;2;1;9;2;#¡NULO!;10;3;#¡NULO!;0;2;1;9;0;81;2;9;1;2;5;8;1;2;2;1;3;1.974;#¡NULO!;1;0;0;2;3;5;0;3;14;4;8;#¡NULO!;4;1;2;2;1;2;2;0;0;1;1;0;0;1;1;1;0;0;0;0;0;2;3;0.11292;1.05153;-0.968284709995;-0.908476385694;7.00
1.348;3;3;1;#¡NULO!;2;1;2;2;1;1;2;2;2;1;2;1;3;3;1;3;3;3;3;1;2;2;2;2;2;2;6;7;5;2;1;2;2;2;1;2;2;2;2;2;2;4;2;6;#¡NULO!;2;2;2;1;1;1;2;3;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;4;3;4;2;3;4;3;4;4;1;2;10;#¡NULO!;7;3;2;2;2;2;2;2;2;1;2;1;1;5;1;1;10;10;10;10;5;10;5;4;3;98;1;56;25;21;1;1;4;2;#¡NULO!;4;2;5;0;2;1;9;0;81;2;9;2;3;10;8;1;2;3;2;1;1.974;#¡NULO!;0;0;0;4;1;2;1;4;21;4;1;2;1;2;2;2;2;4;0;2;1;0;0;1;0;0;1;1;0;0;0;1;0;4;3;2.40968;-0.74802;1.184965299602;0.867744328757;7.00
1.351;3;2;1;#¡NULO!;1;1;2;1;2;1;2;2;2;2;2;2;3;3;2;3;3;3;3;1;2;2;2;1;2;2;3;5;8;1;1;2;1;1;1;2;1;1;1;2;2;2;2;1;1;1;2;1;2;1;1;3;1;1;1;3;2;1;2;2;2;1;1;1;3;3;2;1;3;3;3;4;4;4;4;2;3;3;2;1;#¡NULO!;7;1;1;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;2;8;2;10;5;2;5;5;1;10;1;1;1;2;1;98;1;55;26;16;#¡NULO!;1;7;1;0;0;3;7;0;2;1;9;0;81;1;9;2;3;5;8;1;2;1;1;2;1.974;#¡NULO!;0;0;1;3;2;2;1;3;16;4;5;2;1;1;2;2;2;3;1;0;2;0;1;1;0;1;0;1;0;0;0;0;0;3;3;0.09303;0.29547;-0.123268504602;-0.043899657613;7.00
1.352;2;5;1;1;1;2;2;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;1;2;2;5;10;1;1;1;1;1;1;1;1;1;1;1;1;2;#¡NULO!;1;6;#¡NULO!;2;1;1;2;3;1;3;4;1;2;1;2;2;1;3;4;3;3;3;3;3;#¡NULO!;2;3;3;4;2;4;3;4;3;3;3;#¡NULO!;1;#¡NULO!;7;1;1;#¡NULO!;1;#¡NULO!;1;1;1;8;1;#¡NULO!;1;1;1;1;6;#¡NULO!;1;10;10;1;5;3;2;98;2;60;21;14;1;1;9;2;#¡NULO!;6;3;#¡NULO!;0;2;1;9;0;81;2;9;1;2;6;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;5;0;3;14;4;8;#¡NULO!;4;1;2;1;1;2;0;0;2;1;1;0;0;1;1;0;0;0;0;0;0;1;2;0.86563;-1.58706;-0.890334717567;-0.857284912219;7.00
1.353;2;3;1;#¡NULO!;2;2;1;1;1;2;2;2;2;2;2;1;3;3;3;3;1;3;3;2;2;2;1;2;2;2;1;5;8;2;2;2;2;2;1;1;2;2;2;1;2;4;2;6;#¡NULO!;2;2;2;1;1;1;#¡NULO!;#¡NULO!;2;1;1;3;3;3;2;4;2;2;1;1;1;1;1;4;4;4;4;3;4;4;4;4;1;2;10;#¡NULO!;7;2;1;1;1;1;1;1;2;10;2;7;10;10;7;6;10;10;10;10;5;#¡NULO!;5;2;#¡NULO!;98;1;58;23;20;2;3;3;2;#¡NULO!;#¡NULO!;2;1;0;1;1;9;0;81;9;9;1;2;10;8;1;2;2;1;4;1.974;#¡NULO!;0;0;0;4;1;1;1;4;20;4;10;1;1;1;1;1;2;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;3;0.61544;-0.06226;0.840819355208;0.520269473201;7.00
1.354;3;3;2;1;2;2;2;1;1;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;1;2;8;7;3;1;2;1;1;2;1;1;2;2;1;1;2;4;2;6;#¡NULO!;3;1;1;2;1;1;4;2;1;1;2;3;2;1;2;2;2;2;1;2;2;2;2;3;4;3;3;3;4;4;4;3;3;2;1;#¡NULO!;7;1;1;#¡NULO!;1;2;2;2;1;7;2;2;2;2;6;3;10;10;5;10;10;7;1;2;4;77;2;61;20;21;1;6;#¡NULO!;2;#¡NULO!;6;3;7;0;2;1;9;0;81;3;9;1;1;10;8;1;2;1;1;3;1.974;#¡NULO!;0;0;1;3;2;2;0;3;21;4;7;2;1;1;2;2;1;2;0;1;0;2;0;0;0;1;1;0;0;0;0;0;0;3;3;2.07541;0.60776;0.519257340095;0.110329081057;7.00
1.364;3;3;#¡NULO!;#¡NULO!;2;1;2;2;1;2;2;2;2;1;2;1;3;3;3;3;3;3;3;2;2;2;2;2;2;2;5;4;4;1;2;2;2;2;1;2;2;2;2;1;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;8;1;#¡NULO!;#¡NULO!;3;1;#¡NULO!;#¡NULO!;#¡NULO!;2;2;2;2;2;2;3;1;3;3;1;3;2;2;4;4;4;4;4;4;4;4;4;2;#¡NULO!;1;#¡NULO!;7;#¡NULO!;1;2;2;2;2;2;2;3;2;5;5;5;5;5;5;5;5;5;5;5;1;2;#¡NULO!;98;1;57;24;21;1;7;3;2;#¡NULO!;4;2;7;0;2;1;9;0;81;9;9;1;2;5;8;1;2;8;1;1;1.974;#¡NULO!;0;0;0;4;1;2;1;4;21;4;3;2;1;1;2;2;2;4;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;2;2;2.03641;-2.35737;1.698340256616;1.472909137881;7.00
1.365;2;1;2;#¡NULO!;2;2;2;1;1;1;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;1;2;2;1;2;5;7;5;1;2;1;2;2;2;2;1;2;2;2;2;4;3;6;#¡NULO!;3;1;1;1;3;1;4;1;1;1;3;3;2;1;2;4;2;2;3;3;3;5;2;4;4;3;3;3;3;3;3;3;1;2;1;#¡NULO!;7;1;1;1;1;2;2;2;1;5;#¡NULO!;1;1;1;1;1;8;1;10;10;10;3;2;5;4;98;1;53;28;15;1;7;5;2;#¡NULO!;6;3;5;0;2;1;9;0;81;2;9;2;3;8;8;1;2;1;1;2;1.975;#¡NULO!;0;0;1;3;2;5;1;3;15;4;5;5;2;1;1;2;1;3;1;0;0;2;0;0;0;1;1;1;0;0;0;0;0;1;3;1.12004;0.62887;-0.102629190384;-0.028333927487;6.00
1.366;1;5;#¡NULO!;1;2;1;1;2;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;5;10;5;1;1;1;1;1;1;1;1;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;6;#¡NULO!;1;1;#¡NULO!;1;1;1;#¡NULO!;#¡NULO!;1;2;3;3;3;2;3;3;3;#¡NULO!;#¡NULO!;1;2;3;1;4;4;4;4;4;4;4;4;4;#¡NULO!;#¡NULO!;10;#¡NULO!;7;#¡NULO!;2;2;2;2;2;2;2;1;2;5;5;5;5;5;5;5;5;5;5;5;2;98;4;77;1;63;18;15;1;6;#¡NULO!;2;#¡NULO!;9;4;8;0;2;1;9;0;81;9;9;1;1;5;8;1;2;8;2;1;1.975;#¡NULO!;0;0;0;4;1;3;1;2;15;4;1;3;1;2;2;2;2;4;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;2;0.62334;-0.08528;-0.575447552672;-0.809492815105;6.00
